start,end,location_id
48129024,48130047,369245
48130048,48130573,13547
48130574,48130574,336806
48130575,48130744,13547
48130745,48130745,370266
48130746,48131071,13547
48131072,48131328,53659
48131329,48131329,161436
48131330,48131510,53659
48131511,48131511,369179
48131512,48131831,53659
48131832,48131832,427834
48131833,48132095,53659
48132096,48133119,33446
48133120,48134137,53153
48134138,48134138,15864
48134139,48134143,53153
48134144,48135167,58465
48135168,48135607,77
48135608,48135608,369878
48135609,48136037,77
48136038,48136038,369398
48136039,48136191,77
48136192,48137215,370224
48137216,48137727,32371
48137728,48138239,77
48138240,48139263,21497
48139264,48139519,13547
48139520,48140287,20631
48140288,48140543,77
48140544,48140799,368918
48140800,48141311,77
48141312,48142157,368945
48142158,48142158,32371
48142159,48142335,368945
48142336,48143080,369760
48143081,48143081,370031
48143082,48143359,369760
48143360,48144016,27249
48144017,48144017,370170
48144018,48144383,27249
48144384,48144895,77
48144896,48145139,13547
48145140,48145140,369078
48145141,48145151,13547
48145152,48145407,368960
48145408,48145512,336738
48145513,48145513,370041
48145514,48146431,336738
48146432,48146943,13547
48146944,48147199,369575
48147200,48147455,371209
48147456,48147855,370111
48147856,48147856,369377
48147857,48148479,370111
48148480,48149042,15877
48149043,48149043,369013
48149044,48149503,15877
48149504,48150015,35397
48150016,48150271,369784
48150272,48150527,369793
48150528,48150783,71390
48150784,48151551,77
48151552,48152575,27184
48152576,48152831,77
48152832,48153087,369188
48153088,48153599,22889
48153600,48154119,14998
48154120,48154120,337066
48154121,48154192,14998
48154193,48154193,63000
48154194,48154623,14998
48154624,48155647,40293
48155648,48156245,60379
48156246,48156246,429653
48156247,48156671,60379
48156672,48157695,22963
48157696,48158719,369021
48158720,48159743,58647
48159744,48160255,336916
48160256,48160511,32476
48160512,48160767,32353
48160768,48161023,369961
48161024,48161144,77
48161145,48161145,140671
48161146,48161279,77
48161280,48162047,12291
48162048,48162303,369098
48162304,48162815,29813
48162816,48162849,13547
48162850,48162850,369374
48162851,48163327,13547
48163328,48164095,77
48164096,48164351,42332
48164352,48164863,29011
48164864,48165887,26032
48165888,48166177,21497
48166178,48166178,13547
48166179,48166911,21497
48166912,48167899,12291
48167900,48167900,371264
48167901,48167935,12291
48167936,48168624,29011
48168625,48168625,42332
48168626,48168959,29011
48168960,48169595,32383
48169596,48169596,369135
48169597,48169983,32383
48169984,48171007,36818
48171008,48171156,336877
48171157,48171157,369296
48171158,48171263,336877
48171264,48171519,77
48171520,48172031,32725
48172032,48172878,371208
48172879,48172879,13547
48172880,48173055,371208
48173056,48173295,369760
48173296,48173296,369135
48173297,48174079,369760
48174080,48175080,36188
48175081,48175081,369498
48175082,48175103,36188
48175104,48176127,369038
48176128,48177076,50367
48177077,48177077,369371
48177078,48177151,50367
48177152,48178175,36187
48178176,48178687,336871
48178688,48178943,369211
48178944,48179199,77
48179200,48179257,49805
48179258,48179258,369627
48179259,48179983,49805
48179984,48179984,368944
48179985,48179994,49805
48179995,48179995,369415
48179996,48180223,49805
48180224,48180580,50213
48180581,48180581,368985
48180582,48180900,50213
48180901,48180901,428356
48180902,48180951,50213
48180952,48180952,13547
48180953,48181137,50213
48181138,48181138,369689
48181139,48181247,50213
48181248,48181433,13547
48181434,48181434,14410
48181435,48181466,13547
48181467,48181467,53248
48181468,48182271,13547
48182272,48182783,77
48182784,48183027,26032
48183028,48183028,337032
48183029,48183295,26032
48183296,48184319,13547
48184320,48185343,421918
48185344,48185855,13547
48185856,48185857,370228
48185858,48185858,370176
48185859,48186107,370228
48186108,48186108,39140
48186109,48186308,370228
48186309,48186309,50409
48186310,48186367,370228
48186368,48186879,13547
48186880,48187391,77
48187392,48188097,371059
48188098,48188098,13547
48188099,48188415,371059
48188416,48189439,336803
48189440,48189929,31519
48189930,48189930,14410
48189931,48190463,31519
48190464,48191487,58566
48191488,48191743,336994
48191744,48191999,77
48192000,48192255,13547
48192256,48192311,427797
48192312,48192312,369111
48192313,48192511,427797
48192512,48193535,50399
48193536,48194455,51264
48194456,48194456,336732
48194457,48194559,51264
48194560,48195583,13547
48195584,48196374,50376
48196375,48196375,370004
48196376,48196572,50376
48196573,48196573,369785
48196574,48196607,50376
48196608,48197631,59930
48197632,48197887,77
48197888,48198143,50158
48198144,48198655,32383
48198656,48198790,14413
48198791,48198791,369369
48198792,48198911,14413
48198912,48199167,77
48199168,48199679,67060
48199680,48200682,368922
48200683,48200683,50739
48200684,48200703,368922
48200704,48201727,13547
48201728,48202275,49914
48202276,48202276,371265
48202277,48202751,49914
48202752,48203775,368959
48203776,48204287,368936
48204288,48204543,368908
48204544,48204799,368936
48204800,48205823,336940
48205824,48206259,34037
48206260,48206260,369353
48206261,48206847,34037
48206848,48207359,23786
48207360,48207615,23543
48207616,48207871,371258
48207872,48208383,77
48208384,48208871,55424
48208872,48208872,369680
48208873,48208895,55424
48208896,48209039,12291
48209040,48209040,369331
48209041,48209919,12291
48209920,48210175,370291
48210176,48210431,369814
48210432,48210497,13547
48210498,48210498,368961
48210499,48210624,13547
48210625,48210625,369555
48210626,48210884,13547
48210885,48210885,54672
48210886,48210943,13547
48210944,48211033,32383
48211034,48211034,50739
48211035,48211967,32383
48211968,48212620,13547
48212621,48212621,369862
48212622,48212991,13547
48212992,48213247,47234
48213248,48214015,77
48214016,48215039,60720
48215040,48216063,21241
48216064,48216436,42165
48216437,48216437,428211
48216438,48217087,42165
48217088,48217494,336859
48217495,48217495,34058
48217496,48217804,336859
48217805,48217805,50739
48217806,48218066,336859
48218067,48218067,344172
48218068,48218111,336859
48218112,48218623,336968
48218624,48218879,13547
48218880,48219135,369432
48219136,48220159,51715
48220160,48220567,21497
48220568,48220568,371130
48220569,48221010,21497
48221011,48221011,369038
48221012,48221183,21497
48221184,48221695,39140
48221696,48221951,77
48221952,48222207,13547
48222208,48222391,22963
48222392,48222392,24896
48222393,48222863,22963
48222864,48222864,39010
48222865,48223231,22963
48223232,48223292,369716
48223293,48223293,29115
48223294,48223743,369716
48223744,48223897,369663
48223898,48223898,371323
48223899,48223999,369663
48224000,48224255,77
48224256,48225279,36188
48225280,48225446,36786
48225447,48225447,369517
48225448,48225732,36786
48225733,48225733,53190
48225734,48226303,36786
48226304,48227147,336864
48227148,48227148,371068
48227149,48227327,336864
48227328,48228351,371012
48228352,48228863,50409
48228864,48229375,77
48229376,48229539,79411
48229540,48229540,370181
48229541,48230399,79411
48230400,48230911,32998
48230912,48231423,77
48231424,48231935,50409
48231936,48232191,77
48232192,48232433,53594
48232434,48232434,369953
48232435,48232447,53594
48232448,48233056,50968
48233057,48233057,370170
48233058,48233471,50968
48233472,48233983,29115
48233984,48234239,336955
48234240,48234495,77
48234496,48235263,108
48235264,48235519,384314
48235520,48235775,425141
48235776,48236031,393631
48236032,48236287,384232
48236288,48236543,384416
48236544,48236799,59168
48236800,48237055,425131
48237056,48237311,389874
48237312,48237567,426154
48237568,48237823,426993
48237824,48238079,387051
48238080,48238335,426924
48238336,48238591,108
48238592,48238847,387055
48238848,48239103,388476
48239104,48239359,388249
48239360,48239615,39008
48239616,48239871,50351
48239872,48240127,387532
48240128,48240383,108
48240384,48240639,426518
48240640,48240895,384332
48240896,48241151,427199
48241152,48241407,427261
48241408,48241663,60452
48241664,48241919,108
48241920,48242175,208557
48242176,48242431,108
48242432,48242559,32080
48242560,48242687,384254
48242688,48242943,389280
48242944,48243071,84180
48243072,48243199,387109
48243200,48243455,108
48243456,48243711,32354
48243712,48243967,425140
48243968,48244223,52690
48244224,48244479,426407
48244480,48244735,427057
48244736,48244991,79002
48244992,48245119,425357
48245120,48245247,53846
48245248,48245503,428238
48245504,48245759,50251
48245760,48246015,32080
48246016,48246271,388249
48246272,48246527,425153
48246528,48246655,39008
48246656,48247039,108
48247040,48247295,424989
48247296,48247551,426828
48247552,48247807,397414
48247808,48248063,108
48248064,48248319,386756
48248320,48248575,384384
48248576,48248831,108
48248832,48249087,387434
48249088,48249343,180673
48249344,48249599,32354
48249600,48249855,50100
48249856,48250111,254178
48250112,48250239,425144
48250240,48250367,50334
48250368,48250623,424981
48250624,48250879,108
48250880,48251135,426992
48251136,48251391,384331
48251392,48251647,108
48251648,48251903,426698
48251904,48252159,50185
48252160,48252415,52851
48252416,48252671,32354
48252672,48252927,52981
48252928,48253183,108
48253184,48253439,427320
48253440,48253567,50334
48253568,48253695,386230
48253696,48253951,384314
48253952,48254207,388995
48254208,48254463,108
48254464,48254719,426588
48254720,48254975,50383
48254976,48255231,384314
48255232,48255487,59919
48255488,48255743,108
48255744,48255999,396824
48256000,48256255,108
48256256,48256511,50035
48256512,48257023,61752
48257024,48257279,384360
48257280,48257535,386229
48257536,48257663,385000
48257664,48257791,385823
48257792,48258047,108
48258048,48258303,387356
48258304,48258559,50334
48258560,48258815,50177
48258816,48259071,387434
48259072,48259327,108
48259328,48259583,387736
48259584,48260095,108
48260096,48260351,425255
48260352,48260607,387052
48260608,48260863,39008
48260864,48261119,68211
48261120,48261375,108
48261376,48261631,396824
48261632,48261887,87001
48261888,48262143,384332
48262144,48262271,50325
48262272,48262399,39008
48262400,48262655,428075
48262656,48262911,425144
48262912,48263167,32080
48263168,48263423,50114
48263424,48263679,108
48263680,48263935,384360
48263936,48264191,108
48264192,48264447,49852
48264448,48264959,108
48264960,48265215,387620
48265216,48265471,19889
48265472,48265727,39008
48265728,48265983,59168
48265984,48266239,384332
48266240,48266495,384423
48266496,48267007,108
48267008,48267263,32080
48267264,48267519,108
48267520,48267775,422034
48267776,48268031,108
48268032,48268159,385000
48268160,48268287,386924
48268288,48268543,108
48268544,48268799,385841
48268800,48269055,108
48269056,48269311,19889
48269312,48269567,108
48269568,48269823,52851
48269824,48270335,395299
48270336,48270591,108
48270592,48270847,425267
48270848,48271103,50334
48271104,48273663,108
48273664,48273919,61468
48273920,48274175,387684
48274176,48274431,426109
48274432,48274687,50035
48274688,48274815,67038
48274816,48274943,426109
48274944,48275071,50035
48275072,48275199,108
48275200,48275455,61468
48275456,48275711,425132
48275712,48275967,108
48275968,48276223,387718
48276224,48276479,50100
48276480,48276735,52456
48276736,48276863,50100
48276864,48276991,500156
48276992,48277247,50100
48277248,48277375,387552
48277376,48277503,391133
48277504,48278015,387533
48278016,48278271,108
48278272,48278527,49782
48278528,48278655,50334
48278656,48278783,49782
48278784,48279039,108
48279040,48279295,49782
48279296,48279551,386230
48279552,48279807,427071
48279808,48280063,421747
48280064,48280319,108
48280320,48280447,57977
48280448,48280575,425251
48280576,48280703,57977
48280704,48280831,387707
48280832,48281087,426881
48281088,48281343,425279
48281344,48281599,424984
48281600,48282623,108
48282624,48282879,384423
48282880,48283135,428557
48283136,48283391,108
48283392,48283647,387620
48283648,48283775,384232
48283776,48283903,425134
48283904,48284159,49817
48284160,48284415,425153
48284416,48284671,428534
48284672,48284927,108
48284928,48285183,427104
48285184,48285439,50325
48285440,48285695,424982
48285696,48285951,386640
48285952,48286207,39008
48286208,48286335,387362
48286336,48286719,388856
48286720,48286975,108
48286976,48287103,52690
48287104,48287487,108
48287488,48287743,60457
48287744,48287999,384232
48288000,48288255,426440
48288256,48288511,395299
48288512,48288767,39008
48288768,48289279,387434
48289280,48289535,108
48289536,48289791,49903
48289792,48290047,384318
48290048,48290303,50114
48290304,48290431,424989
48290432,48290559,425141
48290560,48290815,50035
48290816,48291071,384314
48291072,48291327,384332
48291328,48291583,52690
48291584,48292095,108
48292096,48292351,52690
48292352,48292607,19889
48292608,48292863,384423
48292864,48293119,337196
48293120,48293375,393948
48293376,48293631,384359
48293632,48293887,425282
48293888,48294143,50198
48294144,48294399,50035
48294400,48294655,108
48294656,48294911,386735
48294912,48295167,19889
48295168,48295423,108
48295424,48295679,388998
48295680,48295935,384359
48295936,48296447,108
48296448,48296703,387556
48296704,48296959,425423
48296960,48297087,52690
48297088,48297215,387599
48297216,48297471,384404
48297472,48297727,384381
48297728,48297855,399858
48297856,48297983,384314
48297984,48298239,139443
48298240,48298495,384360
48298496,48298751,32080
48298752,48299007,427606
48299008,48299135,387356
48299136,48299263,500156
48299264,48299519,54144
48299520,48299775,75430
48299776,48300031,386230
48300032,48300287,425301
48300288,48300415,63200
48300416,48300543,32381
48300544,48300799,108
48300800,48301055,14992
48301056,48301311,384335
48301312,48301567,421959
48301568,48302079,108
48302080,48302335,402694
48302336,48302591,108
48302592,48302847,25390
48302848,48303103,386653
48303104,48303615,14992
48303616,48303871,32381
48303872,48304127,426736
48304128,48304383,425165
48304384,48304639,426146
48304640,48304895,49728
48304896,48305023,390552
48305024,48305151,49792
48305152,48305407,14992
48305408,48305663,427621
48305664,48305919,78315
48305920,48306175,387355
48306176,48306687,384334
48306688,48306943,387668
48306944,48307199,23805
48307200,48307455,50957
48307456,48307711,384339
48307712,48307967,409076
48307968,48308223,25390
48308224,48308351,384289
48308352,48308479,108
48308480,48308735,384422
48308736,48309247,387565
48309248,48309503,14992
48309504,48309759,425004
48309760,48310271,384308
48310272,48310527,387223
48310528,48310783,384482
48310784,48311039,108
48311040,48311167,384303
48311168,48311295,14992
48311296,48311807,108
48311808,48311935,422063
48311936,48312063,32381
48312064,48312191,428563
48312192,48312319,69561
48312320,48312575,337196
48312576,48312831,25390
48312832,48313087,52405
48313088,48313343,19888
48313344,48313599,14992
48313600,48313727,386234
48313728,48313855,425010
48313856,48314111,384428
48314112,48314367,384337
48314368,48314879,384304
48314880,48315135,387223
48315136,48315263,32381
48315264,48315391,50220
48315392,48315647,108
48315648,48315903,52937
48315904,48316159,426113
48316160,48316415,62739
48316416,48316543,384303
48316544,48316671,14992
48316672,48316927,421853
48316928,48317183,32381
48317184,48317439,108
48317440,48317695,391195
48317696,48317951,32381
48317952,48318207,384250
48318208,48318463,14992
48318464,48318591,387675
48318592,48318719,14992
48318720,48318975,384334
48318976,48319231,386654
48319232,48319487,63491
48319488,48319999,32381
48320000,48320255,25390
48320256,48320383,55236
48320384,48320511,32074
48320512,48320767,425083
48320768,48321023,14992
48321024,48321279,50168
48321280,48321535,386653
48321536,48322047,108
48322048,48322303,426446
48322304,48322559,53498
48322560,48322687,14992
48322688,48322815,386637
48322816,48323071,14992
48323072,48323327,50561
48323328,48323583,56274
48323584,48323839,25390
48323840,48324095,50168
48324096,48324351,386237
48324352,48324607,389291
48324608,48324735,49728
48324736,48324863,77950
48324864,48325119,32381
48325120,48325375,108
48325376,48325631,25419
48325632,48325887,384339
48325888,48326143,61352
48326144,48326399,425005
48326400,48326655,388448
48326656,48326911,421870
48326912,48327167,50957
48327168,48327679,384418
48327680,48327935,88002
48327936,48328191,108
48328192,48328447,50957
48328448,48328703,77920
48328704,48329215,14992
48329216,48329471,384427
48329472,48329727,14992
48329728,48329983,25390
48329984,48330239,388135
48330240,48330495,386284
48330496,48330751,14992
48330752,48331007,108
48331008,48331263,14992
48331264,48331391,36245
48331392,48331519,384325
48331520,48331775,387675
48331776,48332287,384323
48332288,48332543,389711
48332544,48332799,426251
48332800,48333055,386234
48333056,48333311,387147
48333312,48333567,14992
48333568,48333823,32381
48333824,48334079,385827
48334080,48334847,14992
48334848,48335103,384365
48335104,48335359,387742
48335360,48335615,384326
48335616,48335871,426454
48335872,48336383,108
48336384,48337407,14992
48337408,48337663,108
48337664,48337919,32381
48337920,48338175,387050
48338176,48338431,14992
48338432,48338687,394655
48338688,48338943,426808
48338944,48339199,25390
48339200,48339455,14992
48339456,48339967,384317
48339968,48340095,14992
48340096,48340479,108
48340480,48340735,53447
48340736,48340991,387097
48340992,48341247,384393
48341248,48341503,425190
48341504,48341759,14992
48341760,48342015,32381
48342016,48342271,108
48342272,48342527,65055
48342528,48342655,387373
48342656,48342783,25390
48342784,48342911,389466
48342912,48343039,384427
48343040,48343551,384319
48343552,48343807,33478
48343808,48344063,14992
48344064,48344191,402694
48344192,48344319,25390
48344320,48344575,108
48344576,48344831,425080
48344832,48345087,108
48345088,48345599,14992
48345600,48345855,386789
48345856,48346111,23805
48346112,48346367,421847
48346368,48346623,49811
48346624,48346879,432977
48346880,48347135,395467
48347136,48347647,389711
48347648,48347775,14992
48347776,48347903,59457
48347904,48348159,14992
48348160,48348415,425192
48348416,48348543,426582
48348544,48348671,426618
48348672,48348927,388148
48348928,48349183,387565
48349184,48349311,14992
48349312,48349439,108
48349440,48349695,36245
48349696,48349951,25419
48349952,48350207,14992
48350208,48350463,425088
48350464,48350591,14992
48350592,48350719,387565
48350720,48350975,50112
48350976,48351231,108
48351232,48351487,25390
48351488,48351615,425447
48351616,48351743,49728
48351744,48351999,14992
48352000,48352255,23805
48352256,48352767,14992
48352768,48353023,108
48353024,48353279,427416
48353280,48353535,239087
48353536,48353791,108
48353792,48354047,386638
48354048,48354303,108
48354304,48354559,33639
48354560,48354815,32381
48354816,48355071,25390
48355072,48355327,32381
48355328,48355583,36245
48355584,48355839,52423
48355840,48356095,426970
48356096,48356351,384324
48356352,48356607,14992
48356608,48356863,384308
48356864,48357119,388854
48357120,48357375,32381
48357376,48357631,426708
48357632,48357887,49811
48357888,48358143,426609
48358144,48358399,32381
48358400,48358655,108
48358656,48358911,387558
48358912,48359167,25390
48359168,48359295,388494
48359296,48359423,422063
48359424,48359679,425237
48359680,48359935,56274
48359936,48360191,25390
48360192,48360447,389385
48360448,48360703,14992
48360704,48361215,108
48361216,48361471,397286
48361472,48361727,14992
48361728,48361983,387546
48361984,48362239,428565
48362240,48362495,388127
48362496,48362751,108
48362752,48363007,387147
48363008,48363263,108
48363264,48363519,52396
48363520,48363647,50957
48363648,48363775,425014
48363776,48364031,14992
48364032,48364287,32381
48364288,48364543,428863
48364544,48364799,25390
48364800,48365055,384304
48365056,48365311,108
48365312,48365567,425003
48365568,48365823,49710
48365824,48366079,392349
48366080,48366335,425388
48366336,48366591,108
48366592,48366847,409671
48366848,48367103,108
48367104,48367359,23779
48367360,48367615,50136
48367616,48367871,384315
48367872,48368127,426637
48368128,48368383,68975
48368384,48368639,108
48368640,48368895,23779
48368896,48370175,108
48370176,48370431,40115
48370432,48370687,60631
48370688,48370943,50326
48370944,48371199,108
48371200,48371455,389712
48371456,48371711,425175
48371712,48371967,384353
48371968,48372223,426325
48372224,48372479,57727
48372480,48372607,22943
48372608,48372735,54441
48372736,48372991,108
48372992,48373247,23779
48373248,48373503,40115
48373504,48374527,108
48374528,48374783,425183
48374784,48375551,108
48375552,48375807,384385
48375808,48376319,108
48376320,48376575,384321
48376576,48376831,40115
48376832,48377087,108
48377088,48377343,61746
48377344,48377599,425036
48377600,48377855,50326
48377856,48378111,426387
48378112,48378367,392970
48378368,48378623,387227
48378624,48378879,40115
48378880,48379135,421814
48379136,48379391,384367
48379392,48379647,426398
48379648,48379903,108
48379904,48380159,50326
48380160,48380415,425021
48380416,48380671,387547
48380672,48380927,108
48380928,48381183,54441
48381184,48381439,32077
48381440,48381951,108
48381952,48382463,394037
48382464,48382719,64063
48382720,48382975,108
48382976,48383231,22943
48383232,48383743,108
48383744,48383999,388136
48384000,48384255,427301
48384256,48384511,425018
48384512,48384767,426541
48384768,48385023,23779
48385024,48385535,108
48385536,48385791,32077
48385792,48386047,23779
48386048,48386303,108
48386304,48386559,427579
48386560,48386815,425020
48386816,48387071,108
48387072,48387327,23779
48387328,48387583,108
48387584,48387839,49965
48387840,48388095,425409
48388096,48388351,425402
48388352,48388607,108
48388608,48388863,390984
48388864,48389119,428524
48389120,48389375,108
48389376,48389631,52750
48389632,48389887,108
48389888,48390143,425379
48390144,48390399,108
48390400,48390655,426139
48390656,48390911,425345
48390912,48391167,397068
48391168,48391423,108
48391424,48391679,32318
48391680,48391935,50304
48391936,48392191,425018
48392192,48392447,108
48392448,48392703,78571
48392704,48392959,108
48392960,48393215,425029
48393216,48393471,425031
48393472,48393983,108
48393984,48394239,56833
48394240,48394495,53256
48394496,48394751,425395
48394752,48395007,384385
48395008,48395263,425362
48395264,48395519,60667
48395520,48395775,108
48395776,48396031,23779
48396032,48396287,392986
48396288,48396543,108
48396544,48397055,388150
48397056,48397311,108
48397312,48397567,32318
48397568,48397823,425041
48397824,48398079,425051
48398080,48398335,387549
48398336,48398591,23779
48398592,48398847,108
48398848,48399103,31544
48399104,48399359,425034
48399360,48399615,387732
48399616,48399871,140681
48399872,48400639,108
48400640,48400895,384417
48400896,48401151,23779
48401152,48401407,61746
48401408,48401663,108
48401664,48401919,387541
48401920,48402175,108
48402176,48402431,425114
48402432,48402687,388247
48402688,48402943,50073
48402944,48403071,108
48403072,48403199,40115
48403200,48403455,387547
48403456,48403711,204020
48403712,48403967,425042
48403968,48404223,108
48404224,48404479,49710
48404480,48404735,387527
48404736,48404991,31544
48404992,48405119,384350
48405120,48405759,31544
48405760,48406015,425475
48406016,48406527,425039
48406528,48406783,29386
48406784,48407039,425027
48407040,48407295,53256
48407296,48407551,393845
48407552,48407807,53256
48407808,48408575,108
48408576,48408831,391384
48408832,48409087,32077
48409088,48409343,384367
48409344,48409471,425331
48409472,48409599,425018
48409600,48409855,402160
48409856,48410111,108
48410112,48410367,50073
48410368,48410623,387430
48410624,48411135,22943
48411136,48411391,402160
48411392,48411647,22943
48411648,48411903,402160
48411904,48412159,400820
48412160,48412415,108
48412416,48412671,22943
48412672,48412927,425031
48412928,48413183,108
48413184,48413311,425176
48413312,48413695,40115
48413696,48413951,384328
48413952,48414207,425031
48414208,48414719,402247
48414720,48414975,29386
48414976,48415231,388150
48415232,48415487,30317
48415488,48415999,108
48416000,48416255,426841
48416256,48416511,74249
48416512,48416639,139342
48416640,48416767,23779
48416768,48417279,387363
48417280,48417407,52685
48417408,48417535,387363
48417536,48417791,426358
48417792,48418047,388480
48418048,48418303,425032
48418304,48418559,387100
48418560,48418815,52187
48418816,48419071,23779
48419072,48419327,426648
48419328,48419583,108
48419584,48419839,425361
48419840,48420095,425050
48420096,48420351,425175
48420352,48420607,108
48420608,48420863,49710
48420864,48421119,426268
48421120,48421375,384373
48421376,48421631,376784
48421632,48421759,387721
48421760,48421887,23779
48421888,48422399,108
48422400,48422655,102452
48422656,48424191,108
48424192,48424447,384379
48424448,48424703,108
48424704,48424959,215806
48424960,48425215,49710
48425216,48425471,425038
48425472,48425727,108
48425728,48425983,426762
48425984,48426239,425023
48426240,48426495,108
48426496,48426751,425036
48426752,48427007,425023
48427008,48427135,427276
48427136,48427263,387567
48427264,48427519,425034
48427520,48427775,69629
48427776,48428031,108
48428032,48428287,49965
48428288,48428799,23779
48428800,48429055,425366
48429056,48429311,23779
48429312,48429567,425180
48429568,48429823,388153
48429824,48430079,397318
48430080,48430335,50304
48430336,48430591,40115
48430592,48430847,426759
48430848,48431103,389712
48431104,48431359,15878
48431360,48431615,49768
48431616,48431871,265104
48431872,48432127,49731
48432128,48432383,108
48432384,48432639,61463
48432640,48432895,51932
48432896,48433151,15878
48433152,48433663,385828
48433664,48433919,427285
48433920,48434687,108
48434688,48434943,15878
48434944,48435071,395398
48435072,48435199,108
48435200,48435711,384364
48435712,48436095,15878
48436096,48436223,387607
48436224,48436479,384282
48436480,48436735,388481
48436736,48436991,395398
48436992,48437247,108
48437248,48437503,388963
48437504,48437759,409077
48437760,48437887,385824
48437888,48438015,108
48438016,48438271,426786
48438272,48438783,387543
48438784,48439039,108
48439040,48439295,15878
48439296,48439551,226545
48439552,48439807,15878
48439808,48440063,52072
48440064,48440319,15878
48440320,48440575,389944
48440576,48440831,108
48440832,48440959,394152
48440960,48441087,15878
48441088,48441343,66686
48441344,48441599,15878
48441600,48441855,389867
48441856,48442623,108
48442624,48442879,426358
48442880,48443135,108
48443136,48443391,388130
48443392,48443647,108
48443648,48443903,15878
48443904,48444415,436935
48444416,48445695,15878
48445696,48445951,108
48445952,48446207,397494
48446208,48446463,108
48446464,48446975,15878
48446976,48447231,108
48447232,48447487,52144
48447488,48447743,54275
48447744,48447999,50732
48448000,48448255,108
48448256,48448511,385003
48448512,48448767,15878
48448768,48448895,108
48448896,48449023,50214
48449024,48449279,15878
48449280,48449791,108
48449792,48450047,425329
48450048,48450175,387703
48450176,48450303,108
48450304,48450559,52072
48450560,48450815,39358
48450816,48451327,15878
48451328,48451583,397407
48451584,48451839,108
48451840,48452095,49907
48452096,48452351,385824
48452352,48452607,15878
48452608,48452863,53367
48452864,48453119,52187
48453120,48453375,222040
48453376,48453631,396894
48453632,48453887,108
48453888,48454143,425320
48454144,48454399,387633
48454400,48454655,385828
48454656,48454911,15878
48454912,48455295,385829
48455296,48455423,427229
48455424,48455679,388130
48455680,48455935,126009
48455936,48456063,61463
48456064,48456191,397407
48456192,48456447,384433
48456448,48456703,49837
48456704,48456959,15878
48456960,48457215,427187
48457216,48457471,425075
48457472,48457727,108
48457728,48457983,52072
48457984,48458239,49837
48458240,48458751,386241
48458752,48459007,425101
48459008,48459263,108
48459264,48459519,54236
48459520,48459775,108
48459776,48460031,427436
48460032,48460287,15878
48460288,48460799,386755
48460800,48460927,49929
48460928,48461055,52072
48461056,48461311,108
48461312,48461567,339446
48461568,48461823,50094
48461824,48462079,432217
48462080,48462335,15878
48462336,48462847,387364
48462848,48463359,386978
48463360,48463615,15878
48463616,48463871,384780
48463872,48464127,426117
48464128,48464639,15878
48464640,48464895,108
48464896,48465151,15878
48465152,48465407,49768
48465408,48465535,15878
48465536,48465663,387365
48465664,48465919,384430
48465920,48466175,384285
48466176,48466431,49923
48466432,48466943,108
48466944,48467199,97305
48467200,48467455,15878
48467456,48467711,108
48467712,48467967,425341
48467968,48468095,49768
48468096,48468223,15878
48468224,48468351,108
48468352,48468991,15878
48468992,48469247,108
48469248,48469375,15878
48469376,48469503,108
48469504,48470015,15878
48470016,48470271,425202
48470272,48470527,15878
48470528,48471039,386979
48471040,48471295,49907
48471296,48471551,51964
48471552,48471807,426269
48471808,48472063,54236
48472064,48472319,108
48472320,48472575,50214
48472576,48472831,384364
48472832,48473087,50315
48473088,48473599,387224
48473600,48473855,429633
48473856,48474111,15878
48474112,48474367,384343
48474368,48474495,388130
48474496,48474623,15878
48474624,48475135,388130
48475136,48475391,15878
48475392,48475647,108
48475648,48476159,384402
48476160,48476415,384291
48476416,48476671,15878
48476672,48476927,108
48476928,48477183,385824
48477184,48477311,15878
48477312,48477439,373583
48477440,48477695,428105
48477696,48477951,385824
48477952,48478207,384313
48478208,48478463,66685
48478464,48478719,108
48478720,48479231,392350
48479232,48479487,15878
48479488,48479743,63800
48479744,48479999,15878
48480000,48480255,425096
48480256,48480767,396894
48480768,48481023,384414
48481024,48481279,384293
48481280,48481791,384420
48481792,48482047,51977
48482048,48482303,425074
48482304,48482559,15878
48482560,48482815,386235
48482816,48483071,425064
48483072,48483839,15878
48483840,48484351,387524
48484352,48484607,51961
48484608,48484863,49837
48484864,48485119,32083
48485120,48485375,425102
48485376,48485631,108
48485632,48485887,53367
48485888,48486143,15878
48486144,48486399,108
48486400,48486655,55121
48486656,48486911,386978
48486912,48487167,108
48487168,48487423,386978
48487424,48487679,108
48487680,48487807,54236
48487808,48487935,425064
48487936,48488703,108
48488704,48488959,387368
48488960,48489215,108
48489216,48489471,52390
48489472,48489727,425103
48489728,48489855,53367
48489856,48489983,52390
48489984,48490239,425351
48490240,48490495,421814
48490496,48490751,108
48490752,48491007,425059
48491008,48491263,385003
48491264,48491519,50214
48491520,48492543,397417
48492544,48492799,108
48492800,48493055,387610
48493056,48493311,387538
48493312,48493567,391884
48493568,48493823,49929
48493824,48494079,108
48494080,48494335,15878
48494336,48495103,108
48495104,48495615,386236
48495616,48495871,387600
48495872,48496127,108
48496128,48496383,15878
48496384,48496895,108
48496896,48497151,52632
48497152,48497407,36245
48497408,48497663,50957
48497664,48497919,108
48497920,48498175,39008
48498176,48498431,108
48498432,48498687,14992
48498688,48498943,384315
48498944,48499199,425320
48499200,48499455,36245
48499456,48499967,108
48499968,48500223,14992
48500224,48500479,108
48500480,48500735,14992
48500736,48501247,108
